"","xi","GrantDate","PatentNo","MatchAsgName","comp"
"121",8.06989860534668,"2003-12-02",6655481,"BAKER HUGHES INCORPORATED","EMERSON ELECTRIC CO"
"122",4.07542276382446,"2004-02-03",6686737,"BAKER HUGHES INCORPORATED","EMERSON ELECTRIC CO"
"123",8.66386127471924,"2003-12-16",6662899,"BAKER HUGHES INCORPORATED","EMERSON ELECTRIC CO"
"124",15.7443599700928,"2003-12-09",6658981,"BAKER HUGHES INCORPORATED","EMERSON ELECTRIC CO"
"125",8.66386127471924,"2003-12-16",6663841,"BAKER HUGHES INCORPORATED","EMERSON ELECTRIC CO"
"126",6.80071401596069,"2004-01-20",6679323,"BAKER HUGHES INCORPORATED","EMERSON ELECTRIC CO"
"127",8.66386127471924,"2003-12-16",6662645,"BAKER HUGHES INCORPORATED","EMERSON ELECTRIC CO"
"128",17.3396511077881,"2004-01-27",6681849,"BAKER HUGHES INCORPORATED","EMERSON ELECTRIC CO"
"129",7.51973438262939,"2004-01-06",6672406,"BAKER HUGHES INCORPORATED","EMERSON ELECTRIC CO"
"130",9.03094577789307,"2004-02-24",6695080,"BAKER HUGHES INCORPORATED","EMERSON ELECTRIC CO"
"131",9.03094577789307,"2004-02-24",6695968,"BAKER HUGHES INCORPORATED","EMERSON ELECTRIC CO"
"132",4.07542276382446,"2004-02-03",6686422,"BAKER HUGHES INCORPORATED","EMERSON ELECTRIC CO"
"133",9.819504737854,"2004-01-13",6676447,"BAKER HUGHES INCORPORATED","EMERSON ELECTRIC CO"
"134",4.07542276382446,"2004-02-03",6686738,"BAKER HUGHES INCORPORATED","EMERSON ELECTRIC CO"
"135",12.215892791748,"2004-02-10",6688396,"BAKER HUGHES INCORPORATED","EMERSON ELECTRIC CO"
"136",11.2534713745117,"2003-12-30",6670086,"BAKER HUGHES INCORPORATED","EMERSON ELECTRIC CO"
"137",6.70461750030518,"2004-03-09",6702020,"BAKER HUGHES INCORPORATED","EMERSON ELECTRIC CO"
"138",16.9009437561035,"2004-02-17",6691782,"BAKER HUGHES INCORPORATED","EMERSON ELECTRIC CO"
"139",9.819504737854,"2004-01-13",6677756,"BAKER HUGHES INCORPORATED","EMERSON ELECTRIC CO"
"140",4.07542276382446,"2004-02-03",6684966,"BAKER HUGHES INCORPORATED","EMERSON ELECTRIC CO"
"141",9.819504737854,"2004-01-13",6676366,"BAKER HUGHES INCORPORATED","EMERSON ELECTRIC CO"
"142",6.80071401596069,"2004-01-20",6679328,"BAKER HUGHES INCORPORATED","EMERSON ELECTRIC CO"
"143",6.80071401596069,"2004-01-20",6679327,"BAKER HUGHES INCORPORATED","EMERSON ELECTRIC CO"
